meeting_id,title,type,start_time,duration_minutes,attendees_count,organizer,sprint_number,is_recurring
29,Sprint 2 Retrospective,retrospective,2024-01-29 14:00:00,108,12,sarah.johnson,2,True
30,Dependency Sync - 01-20,dependency_sync,2024-01-20 15:00:00,54,6,sarah.johnson,2,False
31,Dependency Sync - 01-28,dependency_sync,2024-01-28 13:00:00,54,6,sarah.johnson,2,False
32,Dependency Sync - 01-25,dependency_sync,2024-01-25 15:00:00,54,8,mark.smith,2,False
33,Dependency Sync - 01-16,dependency_sync,2024-01-16 16:00:00,54,5,mark.smith,2,False
34,Daily Standup - 2024-01-29,standup,2024-01-29 09:00:00,19,12,sarah.johnson,3,True
35,Daily Standup - 2024-01-30,standup,2024-01-30 09:00:00,19,12,sarah.johnson,3,True
36,Daily Standup - 2024-01-31,standup,2024-01-31 09:00:00,19,12,sarah.johnson,3,True
37,Daily Standup - 2024-02-01,standup,2024-02-01 09:00:00,19,12,sarah.johnson,3,True
38,Daily Standup - 2024-02-02,standup,2024-02-02 09:00:00,19,12,sarah.johnson,3,True
39,Daily Standup - 2024-02-05,standup,2024-02-05 09:00:00,19,12,sarah.johnson,3,True
40,Daily Standup - 2024-02-06,standup,2024-02-06 09:00:00,19,12,sarah.johnson,3,True
41,Daily Standup - 2024-02-07,standup,2024-02-07 09:00:00,19,12,sarah.johnson,3,True
42,Daily Standup - 2024-02-08,standup,2024-02-08 09:00:00,19,12,sarah.johnson,3,True
43,Daily Standup - 2024-02-09,standup,2024-02-09 09:00:00,19,12,sarah.johnson,3,True
44,Daily Standup - 2024-02-12,standup,2024-02-12 09:00:00,19,12,sarah.johnson,3,True
45,Sprint 3 Planning,sprint_planning,2024-01-29 09:00:00,312,12,sarah.johnson,3,True
46,Sprint 3 Retrospective,retrospective,2024-02-12 14:00:00,117,12,sarah.johnson,3,True
47,Dependency Sync - 01-30,dependency_sync,2024-01-30 12:00:00,58,5,sarah.johnson,3,False
48,Dependency Sync - 02-08,dependency_sync,2024-02-08 13:00:00,58,8,sarah.johnson,3,False
49,Dependency Sync - 02-08,dependency_sync,2024-02-08 14:00:00,58,8,mark.smith,3,False
50,Dependency Sync - 02-05,dependency_sync,2024-02-05 10:00:00,58,8,mark.smith,3,False
51,Dependency Sync - 02-10,dependency_sync,2024-02-10 15:00:00,58,8,sarah.johnson,3,False
52,Daily Standup - 2024-02-12,standup,2024-02-12 09:00:00,21,12,sarah.johnson,4,True
53,Daily Standup - 2024-02-13,standup,2024-02-13 09:00:00,21,12,sarah.johnson,4,True
54,Daily Standup - 2024-02-14,standup,2024-02-14 09:00:00,21,12,sarah.johnson,4,True
55,Daily Standup - 2024-02-15,standup,2024-02-15 09:00:00,21,12,sarah.johnson,4,True
56,Daily Standup - 2024-02-16,standup,2024-02-16 09:00:00,21,12,sarah.johnson,4,True
57,Daily Standup - 2024-02-19,standup,2024-02-19 09:00:00,21,12,sarah.johnson,4,True
58,Daily Standup - 2024-02-20,standup,2024-02-20 09:00:00,21,12,sarah.johnson,4,True
59,Daily Standup - 2024-02-21,standup,2024-02-21 09:00:00,21,12,sarah.johnson,4,True
60,Daily Standup - 2024-02-22,standup,2024-02-22 09:00:00,21,12,sarah.johnson,4,True
61,Daily Standup - 2024-02-23,standup,2024-02-23 09:00:00,21,12,sarah.johnson,4,True
62,Daily Standup - 2024-02-26,standup,2024-02-26 09:00:00,21,12,sarah.johnson,4,True
63,Sprint 4 Planning,sprint_planning,2024-02-12 09:00:00,336,12,sarah.johnson,4,True
64,Sprint 4 Retrospective,retrospective,2024-02-26 14:00:00,125,12,sarah.johnson,4,True
65,Dependency Sync - 02-25,dependency_sync,2024-02-25 14:00:00,62,8,mark.smith,4,False
66,Dependency Sync - 02-18,dependency_sync,2024-02-18 11:00:00,62,7,sarah.johnson,4,False
67,Dependency Sync - 02-23,dependency_sync,2024-02-23 10:00:00,62,8,mark.smith,4,False
68,Dependency Sync - 02-23,dependency_sync,2024-02-23 14:00:00,62,6,sarah.johnson,4,False
69,Dependency Sync - 02-15,dependency_sync,2024-02-15 12:00:00,62,8,sarah.johnson,4,False
70,Dependency Sync - 02-19,dependency_sync,2024-02-19 10:00:00,62,6,mark.smith,4,False
71,Daily Standup - 2024-02-26,standup,2024-02-26 09:00:00,22,12,sarah.johnson,5,True
72,Daily Standup - 2024-02-27,standup,2024-02-27 09:00:00,22,12,sarah.johnson,5,True
73,Daily Standup - 2024-02-28,standup,2024-02-28 09:00:00,22,12,sarah.johnson,5,True
74,Daily Standup - 2024-02-29,standup,2024-02-29 09:00:00,22,12,sarah.johnson,5,True
75,Daily Standup - 2024-03-01,standup,2024-03-01 09:00:00,22,12,sarah.johnson,5,True
76,Daily Standup - 2024-03-04,standup,2024-03-04 09:00:00,22,12,sarah.johnson,5,True
77,Daily Standup - 2024-03-05,standup,2024-03-05 09:00:00,22,12,sarah.johnson,5,True
78,Daily Standup - 2024-03-06,standup,2024-03-06 09:00:00,22,12,sarah.johnson,5,True
79,Daily Standup - 2024-03-07,standup,2024-03-07 09:00:00,22,12,sarah.johnson,5,True
80,Daily Standup - 2024-03-08,standup,2024-03-08 09:00:00,22,12,sarah.johnson,5,True
81,Daily Standup - 2024-03-11,standup,2024-03-11 09:00:00,22,12,sarah.johnson,5,True
82,Sprint 5 Planning,sprint_planning,2024-02-26 09:00:00,360,12,sarah.johnson,5,True
83,Sprint 5 Retrospective,retrospective,2024-03-11 14:00:00,135,12,sarah.johnson,5,True
84,Dependency Sync - 02-28,dependency_sync,2024-02-28 12:00:00,67,7,mark.smith,5,False
85,Dependency Sync - 03-01,dependency_sync,2024-03-01 14:00:00,67,5,sarah.johnson,5,False
86,Dependency Sync - 03-07,dependency_sync,2024-03-07 10:00:00,67,8,mark.smith,5,False
87,Dependency Sync - 03-04,dependency_sync,2024-03-04 16:00:00,67,6,sarah.johnson,5,False
88,Dependency Sync - 03-06,dependency_sync,2024-03-06 16:00:00,67,5,sarah.johnson,5,False
89,Dependency Sync - 03-08,dependency_sync,2024-03-08 15:00:00,67,6,mark.smith,5,False
90,Dependency Sync - 03-02,dependency_sync,2024-03-02 13:00:00,67,6,sarah.johnson,5,False
91,Daily Standup - 2024-03-11,standup,2024-03-11 09:00:00,24,12,sarah.johnson,6,True
92,Daily Standup - 2024-03-12,standup,2024-03-12 09:00:00,24,12,sarah.johnson,6,True
93,Daily Standup - 2024-03-13,standup,2024-03-13 09:00:00,24,12,sarah.johnson,6,True
94,Daily Standup - 2024-03-14,standup,2024-03-14 09:00:00,24,12,sarah.johnson,6,True
95,Daily Standup - 2024-03-15,standup,2024-03-15 09:00:00,24,12,sarah.johnson,6,True
96,Daily Standup - 2024-03-18,standup,2024-03-18 09:00:00,24,12,sarah.johnson,6,True
97,Daily Standup - 2024-03-19,standup,2024-03-19 09:00:00,24,12,sarah.johnson,6,True
98,Daily Standup - 2024-03-20,standup,2024-03-20 09:00:00,24,12,sarah.johnson,6,True
99,Daily Standup - 2024-03-21,standup,2024-03-21 09:00:00,24,12,sarah.johnson,6,True
100,Daily Standup - 2024-03-22,standup,2024-03-22 09:00:00,24,12,sarah.johnson,6,True
101,Daily Standup - 2024-03-25,standup,2024-03-25 09:00:00,24,12,sarah.johnson,6,True
102,Sprint 6 Planning,sprint_planning,2024-03-11 09:00:00,384,12,sarah.johnson,6,True
103,Sprint 6 Retrospective,retrospective,2024-03-25 14:00:00,144,12,sarah.johnson,6,True
104,Dependency Sync - 03-23,dependency_sync,2024-03-23 11:00:00,72,8,sarah.johnson,6,False
105,Dependency Sync - 03-21,dependency_sync,2024-03-21 11:00:00,72,5,mark.smith,6,False
106,Dependency Sync - 03-14,dependency_sync,2024-03-14 14:00:00,72,6,sarah.johnson,6,False
107,Dependency Sync - 03-11,dependency_sync,2024-03-11 13:00:00,72,6,mark.smith,6,False
108,Dependency Sync - 03-17,dependency_sync,2024-03-17 11:00:00,72,7,sarah.johnson,6,False
109,Dependency Sync - 03-21,dependency_sync,2024-03-21 11:00:00,72,5,sarah.johnson,6,False
110,Dependency Sync - 03-19,dependency_sync,2024-03-19 14:00:00,72,6,mark.smith,6,False
111,Dependency Sync - 03-22,dependency_sync,2024-03-22 16:00:00,72,8,sarah.johnson,6,False
112,Daily Standup - 2024-03-25,standup,2024-03-25 09:00:00,25,12,sarah.johnson,7,True
113,Daily Standup - 2024-03-26,standup,2024-03-26 09:00:00,25,12,sarah.johnson,7,True
114,Daily Standup - 2024-03-27,standup,2024-03-27 09:00:00,25,12,sarah.johnson,7,True
115,Daily Standup - 2024-03-28,standup,2024-03-28 09:00:00,25,12,sarah.johnson,7,True
116,Daily Standup - 2024-03-29,standup,2024-03-29 09:00:00,25,12,sarah.johnson,7,True
117,Daily Standup - 2024-04-01,standup,2024-04-01 09:00:00,25,12,sarah.johnson,7,True
118,Daily Standup - 2024-04-02,standup,2024-04-02 09:00:00,25,12,sarah.johnson,7,True
119,Daily Standup - 2024-04-03,standup,2024-04-03 09:00:00,25,12,sarah.johnson,7,True
120,Daily Standup - 2024-04-04,standup,2024-04-04 09:00:00,25,12,sarah.johnson,7,True
121,Daily Standup - 2024-04-05,standup,2024-04-05 09:00:00,25,12,sarah.johnson,7,True
122,Daily Standup - 2024-04-08,standup,2024-04-08 09:00:00,25,12,sarah.johnson,7,True
123,Sprint 7 Planning,sprint_planning,2024-03-25 09:00:00,408,12,sarah.johnson,7,True
124,Sprint 7 Retrospective,retrospective,2024-04-08 14:00:00,153,12,sarah.johnson,7,True
125,Dependency Sync - 04-06,dependency_sync,2024-04-06 15:00:00,76,5,mark.smith,7,False
126,Dependency Sync - 04-03,dependency_sync,2024-04-03 11:00:00,76,8,mark.smith,7,False
127,Dependency Sync - 04-03,dependency_sync,2024-04-03 16:00:00,76,5,mark.smith,7,False
128,Dependency Sync - 04-03,dependency_sync,2024-04-03 15:00:00,76,7,mark.smith,7,False
129,Dependency Sync - 04-06,dependency_sync,2024-04-06 15:00:00,76,5,mark.smith,7,False
130,Dependency Sync - 03-26,dependency_sync,2024-03-26 11:00:00,76,6,mark.smith,7,False
131,Dependency Sync - 04-07,dependency_sync,2024-04-07 14:00:00,76,6,mark.smith,7,False
132,Dependency Sync - 04-07,dependency_sync,2024-04-07 15:00:00,76,8,sarah.johnson,7,False
133,Dependency Sync - 03-26,dependency_sync,2024-03-26 15:00:00,76,8,mark.smith,7,False
134,Daily Standup - 2024-04-08,standup,2024-04-08 09:00:00,27,12,sarah.johnson,8,True
135,Daily Standup - 2024-04-09,standup,2024-04-09 09:00:00,27,12,sarah.johnson,8,True
136,Daily Standup - 2024-04-10,standup,2024-04-10 09:00:00,27,12,sarah.johnson,8,True
137,Daily Standup - 2024-04-11,standup,2024-04-11 09:00:00,27,12,sarah.johnson,8,True
138,Daily Standup - 2024-04-12,standup,2024-04-12 09:00:00,27,12,sarah.johnson,8,True
139,Daily Standup - 2024-04-15,standup,2024-04-15 09:00:00,27,12,sarah.johnson,8,True
140,Daily Standup - 2024-04-16,standup,2024-04-16 09:00:00,27,12,sarah.johnson,8,True
141,Daily Standup - 2024-04-17,standup,2024-04-17 09:00:00,27,12,sarah.johnson,8,True
142,Daily Standup - 2024-04-18,standup,2024-04-18 09:00:00,27,12,sarah.johnson,8,True
143,Daily Standup - 2024-04-19,standup,2024-04-19 09:00:00,27,12,sarah.johnson,8,True
144,Daily Standup - 2024-04-22,standup,2024-04-22 09:00:00,27,12,sarah.johnson,8,True
145,Sprint 8 Planning,sprint_planning,2024-04-08 09:00:00,432,12,sarah.johnson,8,True
146,Sprint 8 Retrospective,retrospective,2024-04-22 14:00:00,162,12,sarah.johnson,8,True
147,Dependency Sync - 04-12,dependency_sync,2024-04-12 10:00:00,81,7,mark.smith,8,False
148,Dependency Sync - 04-12,dependency_sync,2024-04-12 10:00:00,81,8,mark.smith,8,False
149,Dependency Sync - 04-15,dependency_sync,2024-04-15 11:00:00,81,5,mark.smith,8,False
150,Dependency Sync - 04-17,dependency_sync,2024-04-17 14:00:00,81,5,sarah.johnson,8,False
151,Dependency Sync - 04-20,dependency_sync,2024-04-20 15:00:00,81,7,sarah.johnson,8,False
152,Dependency Sync - 04-11,dependency_sync,2024-04-11 14:00:00,81,8,mark.smith,8,False
153,Dependency Sync - 04-12,dependency_sync,2024-04-12 10:00:00,81,5,mark.smith,8,False
154,Dependency Sync - 04-10,dependency_sync,2024-04-10 13:00:00,81,7,sarah.johnson,8,False
155,Dependency Sync - 04-21,dependency_sync,2024-04-21 14:00:00,81,6,mark.smith,8,False
156,Dependency Sync - 04-10,dependency_sync,2024-04-10 15:00:00,81,5,mark.smith,8,False
157,Daily Standup - 2024-04-22,standup,2024-04-22 09:00:00,28,12,sarah.johnson,9,True
158,Daily Standup - 2024-04-23,standup,2024-04-23 09:00:00,28,12,sarah.johnson,9,True
159,Daily Standup - 2024-04-24,standup,2024-04-24 09:00:00,28,12,sarah.johnson,9,True
160,Daily Standup - 2024-04-25,standup,2024-04-25 09:00:00,28,12,sarah.johnson,9,True
161,Daily Standup - 2024-04-26,standup,2024-04-26 09:00:00,28,12,sarah.johnson,9,True
162,Daily Standup - 2024-04-29,standup,2024-04-29 09:00:00,28,12,sarah.johnson,9,True
163,Daily Standup - 2024-04-30,standup,2024-04-30 09:00:00,28,12,sarah.johnson,9,True
164,Daily Standup - 2024-05-01,standup,2024-05-01 09:00:00,28,12,sarah.johnson,9,True
165,Daily Standup - 2024-05-02,standup,2024-05-02 09:00:00,28,12,sarah.johnson,9,True
166,Daily Standup - 2024-05-03,standup,2024-05-03 09:00:00,28,12,sarah.johnson,9,True
167,Daily Standup - 2024-05-06,standup,2024-05-06 09:00:00,28,12,sarah.johnson,9,True
168,Sprint 9 Planning,sprint_planning,2024-04-22 09:00:00,456,12,sarah.johnson,9,True
169,Sprint 9 Retrospective,retrospective,2024-05-06 14:00:00,171,12,sarah.johnson,9,True
170,Dependency Sync - 04-23,dependency_sync,2024-04-23 15:00:00,85,6,mark.smith,9,False
171,Dependency Sync - 04-29,dependency_sync,2024-04-29 13:00:00,85,5,sarah.johnson,9,False
172,Dependency Sync - 05-04,dependency_sync,2024-05-04 14:00:00,85,7,mark.smith,9,False
173,Dependency Sync - 04-29,dependency_sync,2024-04-29 14:00:00,85,8,sarah.johnson,9,False
174,Dependency Sync - 04-24,dependency_sync,2024-04-24 12:00:00,85,6,mark.smith,9,False
175,Dependency Sync - 04-24,dependency_sync,2024-04-24 10:00:00,85,5,sarah.johnson,9,False
176,Dependency Sync - 05-04,dependency_sync,2024-05-04 13:00:00,85,8,sarah.johnson,9,False
177,Dependency Sync - 05-05,dependency_sync,2024-05-05 15:00:00,85,7,mark.smith,9,False
178,Dependency Sync - 04-23,dependency_sync,2024-04-23 11:00:00,85,6,mark.smith,9,False
179,Dependency Sync - 04-23,dependency_sync,2024-04-23 14:00:00,85,8,sarah.johnson,9,False
180,Dependency Sync - 04-27,dependency_sync,2024-04-27 12:00:00,85,8,sarah.johnson,9,False
181,Daily Standup - 2024-05-06,standup,2024-05-06 09:00:00,30,12,sarah.johnson,10,True
182,Daily Standup - 2024-05-07,standup,2024-05-07 09:00:00,30,12,sarah.johnson,10,True
183,Daily Standup - 2024-05-08,standup,2024-05-08 09:00:00,30,12,sarah.johnson,10,True
184,Daily Standup - 2024-05-09,standup,2024-05-09 09:00:00,30,12,sarah.johnson,10,True
185,Daily Standup - 2024-05-10,standup,2024-05-10 09:00:00,30,12,sarah.johnson,10,True
186,Daily Standup - 2024-05-13,standup,2024-05-13 09:00:00,30,12,sarah.johnson,10,True
187,Daily Standup - 2024-05-14,standup,2024-05-14 09:00:00,30,12,sarah.johnson,10,True
188,Daily Standup - 2024-05-15,standup,2024-05-15 09:00:00,30,12,sarah.johnson,10,True
189,Daily Standup - 2024-05-16,standup,2024-05-16 09:00:00,30,12,sarah.johnson,10,True
190,Daily Standup - 2024-05-17,standup,2024-05-17 09:00:00,30,12,sarah.johnson,10,True
191,Daily Standup - 2024-05-20,standup,2024-05-20 09:00:00,30,12,sarah.johnson,10,True
192,Sprint 10 Planning,sprint_planning,2024-05-06 09:00:00,480,12,sarah.johnson,10,True
193,Sprint 10 Retrospective,retrospective,2024-05-20 14:00:00,180,12,sarah.johnson,10,True
194,Dependency Sync - 05-12,dependency_sync,2024-05-12 10:00:00,90,8,sarah.johnson,10,False
195,Dependency Sync - 05-07,dependency_sync,2024-05-07 13:00:00,90,7,sarah.johnson,10,False
196,Dependency Sync - 05-15,dependency_sync,2024-05-15 14:00:00,90,5,sarah.johnson,10,False
197,Dependency Sync - 05-12,dependency_sync,2024-05-12 13:00:00,90,6,mark.smith,10,False
198,Dependency Sync - 05-12,dependency_sync,2024-05-12 13:00:00,90,8,sarah.johnson,10,False
199,Dependency Sync - 05-17,dependency_sync,2024-05-17 11:00:00,90,6,sarah.johnson,10,False
200,Dependency Sync - 05-11,dependency_sync,2024-05-11 10:00:00,90,7,mark.smith,10,False
201,Dependency Sync - 05-11,dependency_sync,2024-05-11 12:00:00,90,7,mark.smith,10,False
202,Dependency Sync - 05-19,dependency_sync,2024-05-19 13:00:00,90,7,mark.smith,10,False
203,Dependency Sync - 05-11,dependency_sync,2024-05-11 16:00:00,90,8,mark.smith,10,False
204,Dependency Sync - 05-06,dependency_sync,2024-05-06 10:00:00,90,7,mark.smith,10,False
205,Dependency Sync - 05-08,dependency_sync,2024-05-08 12:00:00,90,8,sarah.johnson,10,False
206,Daily Standup - 2024-05-20,standup,2024-05-20 09:00:00,31,12,sarah.johnson,11,True
207,Daily Standup - 2024-05-21,standup,2024-05-21 09:00:00,31,12,sarah.johnson,11,True
208,Daily Standup - 2024-05-22,standup,2024-05-22 09:00:00,31,12,sarah.johnson,11,True
209,Daily Standup - 2024-05-23,standup,2024-05-23 09:00:00,31,12,sarah.johnson,11,True
210,Daily Standup - 2024-05-24,standup,2024-05-24 09:00:00,31,12,sarah.johnson,11,True
211,Daily Standup - 2024-05-27,standup,2024-05-27 09:00:00,31,12,sarah.johnson,11,True
212,Daily Standup - 2024-05-28,standup,2024-05-28 09:00:00,31,12,sarah.johnson,11,True
213,Daily Standup - 2024-05-29,standup,2024-05-29 09:00:00,31,12,sarah.johnson,11,True
214,Daily Standup - 2024-05-30,standup,2024-05-30 09:00:00,31,12,sarah.johnson,11,True
215,Daily Standup - 2024-05-31,standup,2024-05-31 09:00:00,31,12,sarah.johnson,11,True
216,Daily Standup - 2024-06-03,standup,2024-06-03 09:00:00,31,12,sarah.johnson,11,True
217,Sprint 11 Planning,sprint_planning,2024-05-20 09:00:00,504,12,sarah.johnson,11,True
218,Sprint 11 Retrospective,retrospective,2024-06-03 14:00:00,189,12,sarah.johnson,11,True
219,Dependency Sync - 05-29,dependency_sync,2024-05-29 13:00:00,94,7,mark.smith,11,False
220,Dependency Sync - 05-21,dependency_sync,2024-05-21 15:00:00,94,8,mark.smith,11,False
221,Dependency Sync - 06-01,dependency_sync,2024-06-01 12:00:00,94,5,mark.smith,11,False
222,Dependency Sync - 05-20,dependency_sync,2024-05-20 12:00:00,94,5,mark.smith,11,False
223,Dependency Sync - 05-29,dependency_sync,2024-05-29 14:00:00,94,6,sarah.johnson,11,False
224,Dependency Sync - 05-24,dependency_sync,2024-05-24 12:00:00,94,7,sarah.johnson,11,False
225,Dependency Sync - 05-20,dependency_sync,2024-05-20 10:00:00,94,5,mark.smith,11,False
226,Dependency Sync - 05-30,dependency_sync,2024-05-30 14:00:00,94,8,sarah.johnson,11,False
227,Dependency Sync - 05-24,dependency_sync,2024-05-24 12:00:00,94,5,sarah.johnson,11,False
228,Dependency Sync - 05-29,dependency_sync,2024-05-29 12:00:00,94,8,mark.smith,11,False
229,Dependency Sync - 05-29,dependency_sync,2024-05-29 12:00:00,94,7,sarah.johnson,11,False
230,Dependency Sync - 05-24,dependency_sync,2024-05-24 12:00:00,94,5,sarah.johnson,11,False
231,Dependency Sync - 05-24,dependency_sync,2024-05-24 14:00:00,94,8,mark.smith,11,False
232,Daily Standup - 2024-06-03,standup,2024-06-03 09:00:00,33,12,sarah.johnson,12,True
233,Daily Standup - 2024-06-04,standup,2024-06-04 09:00:00,33,12,sarah.johnson,12,True
234,Daily Standup - 2024-06-05,standup,2024-06-05 09:00:00,33,12,sarah.johnson,12,True
235,Daily Standup - 2024-06-06,standup,2024-06-06 09:00:00,33,12,sarah.johnson,12,True
236,Daily Standup - 2024-06-07,standup,2024-06-07 09:00:00,33,12,sarah.johnson,12,True
237,Daily Standup - 2024-06-10,standup,2024-06-10 09:00:00,33,12,sarah.johnson,12,True
238,Daily Standup - 2024-06-11,standup,2024-06-11 09:00:00,33,12,sarah.johnson,12,True
239,Daily Standup - 2024-06-12,standup,2024-06-12 09:00:00,33,12,sarah.johnson,12,True
240,Daily Standup - 2024-06-13,standup,2024-06-13 09:00:00,33,12,sarah.johnson,12,True
241,Daily Standup - 2024-06-14,standup,2024-06-14 09:00:00,33,12,sarah.johnson,12,True
242,Daily Standup - 2024-06-17,standup,2024-06-17 09:00:00,33,12,sarah.johnson,12,True
243,Sprint 12 Planning,sprint_planning,2024-06-03 09:00:00,528,12,sarah.johnson,12,True
244,Sprint 12 Retrospective,retrospective,2024-06-17 14:00:00,198,12,sarah.johnson,12,True
245,Dependency Sync - 06-03,dependency_sync,2024-06-03 13:00:00,99,8,mark.smith,12,False
246,Dependency Sync - 06-08,dependency_sync,2024-06-08 16:00:00,99,6,mark.smith,12,False
247,Dependency Sync - 06-05,dependency_sync,2024-06-05 13:00:00,99,6,mark.smith,12,False
248,Dependency Sync - 06-11,dependency_sync,2024-06-11 11:00:00,99,6,mark.smith,12,False
249,Dependency Sync - 06-10,dependency_sync,2024-06-10 16:00:00,99,5,mark.smith,12,False
250,Dependency Sync - 06-06,dependency_sync,2024-06-06 10:00:00,99,7,sarah.johnson,12,False
251,Dependency Sync - 06-12,dependency_sync,2024-06-12 12:00:00,99,5,mark.smith,12,False
252,Dependency Sync - 06-06,dependency_sync,2024-06-06 14:00:00,99,6,sarah.johnson,12,False
253,Dependency Sync - 06-05,dependency_sync,2024-06-05 10:00:00,99,5,sarah.johnson,12,False
254,Dependency Sync - 06-15,dependency_sync,2024-06-15 11:00:00,99,5,mark.smith,12,False
255,Dependency Sync - 06-14,dependency_sync,2024-06-14 15:00:00,99,7,sarah.johnson,12,False
256,Dependency Sync - 06-13,dependency_sync,2024-06-13 10:00:00,99,8,sarah.johnson,12,False
257,Dependency Sync - 06-16,dependency_sync,2024-06-16 16:00:00,99,7,sarah.johnson,12,False
258,Dependency Sync - 06-08,dependency_sync,2024-06-08 13:00:00,99,7,mark.smith,12,False
259,Daily Standup - 2024-06-17,standup,2024-06-17 09:00:00,34,12,sarah.johnson,13,True
260,Daily Standup - 2024-06-18,standup,2024-06-18 09:00:00,34,12,sarah.johnson,13,True
261,Daily Standup - 2024-06-19,standup,2024-06-19 09:00:00,34,12,sarah.johnson,13,True
262,Daily Standup - 2024-06-20,standup,2024-06-20 09:00:00,34,12,sarah.johnson,13,True
263,Daily Standup - 2024-06-21,standup,2024-06-21 09:00:00,34,12,sarah.johnson,13,True
264,Daily Standup - 2024-06-24,standup,2024-06-24 09:00:00,34,12,sarah.johnson,13,True
265,Daily Standup - 2024-06-25,standup,2024-06-25 09:00:00,34,12,sarah.johnson,13,True
266,Daily Standup - 2024-06-26,standup,2024-06-26 09:00:00,34,12,sarah.johnson,13,True
267,Daily Standup - 2024-06-27,standup,2024-06-27 09:00:00,34,12,sarah.johnson,13,True
268,Daily Standup - 2024-06-28,standup,2024-06-28 09:00:00,34,12,sarah.johnson,13,True
269,Sprint 13 Planning,sprint_planning,2024-06-17 09:00:00,552,12,sarah.johnson,13,True
270,Sprint 13 Retrospective,retrospective,2024-06-30 14:00:00,206,12,sarah.johnson,13,True
271,Dependency Sync - 06-22,dependency_sync,2024-06-22 10:00:00,103,5,sarah.johnson,13,False
272,Dependency Sync - 06-22,dependency_sync,2024-06-22 11:00:00,103,8,mark.smith,13,False
273,Dependency Sync - 06-25,dependency_sync,2024-06-25 14:00:00,103,6,mark.smith,13,False
274,Dependency Sync - 06-20,dependency_sync,2024-06-20 16:00:00,103,8,sarah.johnson,13,False
275,Dependency Sync - 06-24,dependency_sync,2024-06-24 10:00:00,103,7,mark.smith,13,False
276,Dependency Sync - 06-28,dependency_sync,2024-06-28 10:00:00,103,6,mark.smith,13,False
277,Dependency Sync - 06-23,dependency_sync,2024-06-23 11:00:00,103,5,sarah.johnson,13,False
278,Dependency Sync - 06-20,dependency_sync,2024-06-20 16:00:00,103,7,sarah.johnson,13,False
279,Dependency Sync - 06-24,dependency_sync,2024-06-24 12:00:00,103,7,mark.smith,13,False
280,Dependency Sync - 06-21,dependency_sync,2024-06-21 12:00:00,103,7,mark.smith,13,False
281,Dependency Sync - 06-27,dependency_sync,2024-06-27 15:00:00,103,7,sarah.johnson,13,False
